# idx  color   k1 k2 s1 s2    n1 m1 n2 m2
   104      1     1   3   1    1     0  -2   0    1
   105      1     1   3   1    1     0  -1   0    0
   106      1     1   3   1    1     0   0   0   -1
   107      1     1   3   1    1     0   1   0   -2
   108      1     1   3   1    1     1  -1   0    0
   109      1     1   3   1    1     1   0   0   -1
   110      1     1   3   1    1     0  -1   1    0
   111      1     1   3   1    1     0   0   1   -1
   112      1     2   2  -1   -1     0   0   0    3
   113      1     2   2  -1   -1     0   1   0    2
   114      1     2   2  -1   -1     0   2   0    1
   115      1     2   2  -1   -1     0   3   0    0
   116      1     2   2   1   -1     0  -1   0    2
   117      1     2   2   1   -1     0   0   0    1
   118      1     2   2   1   -1     0   1   0    0
   119      1     2   2   1   -1     0   2   0   -1
   120      1     2   2   1   -1     1   0   0    1
   121      1     2   2   1   -1     1   1   0    0
   122      1     2   2   1   -1     0   0   1    1
   123      1     2   2   1   -1     0   1   1    0
   124      1     2   2  -1    1     0  -1   0    2
   125      1     2   2  -1    1     0   0   0    1
   126      1     2   2  -1    1     0   1   0    0
   127      1     2   2  -1    1     0   2   0   -1
   128      1     2   2  -1    1     1   0   0    1
   129      1     2   2  -1    1     1   1   0    0
   130      1     2   2  -1    1     0   0   1    1
   131      1     2   2  -1    1     0   1   1    0
   132      1     2   2   1    1     0  -2   0    1
   133      1     2   2   1    1     0  -1   0    0
   134      1     2   2   1    1     0   0   0   -1
   135      1     2   2   1    1     0   1   0   -2
   136      1     2   2   1    1     1  -1   0    0
   137      1     2   2   1    1     1   0   0   -1
   138      1     2   2   1    1     0  -1   1    0
   139      1     2   2   1    1     0   0   1   -1
   140      1     3   1  -1   -1     0   0   0    3
   141      1     3   1  -1   -1     0   1   0    2
   142      1     3   1  -1   -1     0   2   0    1
   143      1     3   1  -1   -1     0   3   0    0
   144      1     3   1   1   -1     0  -1   0    2
   145      1     3   1   1   -1     0   0   0    1
   146      1     3   1   1   -1     0   1   0    0
   147      1     3   1   1   -1     0   2   0   -1
   148      1     3   1   1   -1     1   0   0    1
   149      1     3   1   1   -1     1   1   0    0
   150      1     3   1   1   -1     0   0   1    1
   151      1     3   1   1   -1     0   1   1    0
   152      1     3   1  -1    1     0  -1   0    2
   153      1     3   1  -1    1     0   0   0    1
   154      1     3   1  -1    1     0   1   0    0
   155      1     3   1  -1    1     0   2   0   -1
   156      1     3   1  -1    1     1   0   0    1
   157      1     3   1  -1    1     1   1   0    0
   158      1     3   1  -1    1     0   0   1    1
   159      1     3   1  -1    1     0   1   1    0
   160      1     3   1   1    1     0  -2   0    1
   161      1     3   1   1    1     0  -1   0    0
   162      1     3   1   1    1     0   0   0   -1
   163      1     3   1   1    1     0   1   0   -2
   164      1     3   1   1    1     1  -1   0    0
   165      1     3   1   1    1     1   0   0   -1
   166      1     3   1   1    1     0  -1   1    0
   167      1     3   1   1    1     0   0   1   -1
